input,responses,tag
can you share a funny joke,Why did the tomato turn red? Because it saw the salad dressing!,telljokes
can you share a funny joke,What do you call fake spaghetti? An impasta!,telljokes
can you share a funny joke,Why don't skeletons fight each other? They don't have the guts!,telljokes
can you share a funny joke,Why did the golfer bring two pairs of pants? In case he got a hole in one!,telljokes
can you share a funny joke,What do you call a bear with no ears? B!,telljokes
can you share a funny joke,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
can you share a funny joke,What do you call a fake noodle? An impasta!,telljokes
can you share a funny joke,Why don't scientists trust atoms? Because they make up everything!,telljokes
can you share a funny joke,Why don't skeletons fight each other? They don't have the guts!,telljokes
can you share a funny joke,What do you get if you cross a snowman and a vampire? Frostbite!,telljokes
can you share a funny joke,What did the buffalo say to his son when he left for college? Bison!,telljokes
can you share a funny joke,Why don't eggs tell jokes? Because they might crack up!,telljokes
can you share a funny joke,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
can you share a funny joke,Why don't skeletons fight each other? They don't have the guts!,telljokes
can you share a funny joke,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
can you share a funny joke,What do you call a bear with no teeth? A gummy bear!,telljokes
can you share a funny joke,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
can you share a funny joke,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
can you share a funny joke,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
can you share a funny joke,Why don't melons get married? Because they can't elope!,telljokes
can you share a funny joke,What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
can you share a funny joke,Why did the bicycle fall over? Because it was two-tired!,telljokes
can you share a funny joke,"What did the left eye say to the right eye? Between you and me, something smells!",telljokes
can you share a funny joke,How do you organize a space party? You planet!,telljokes
do you have any good jokes to tell,"Why don't scientists trust atoms,Because they make up everything!",telljokes
do you have any good jokes to tell,Did you hear about the mathematician who's afraid of negative numbers? He'll stop at nothing to avoid them!,telljokes
do you have any good jokes to tell,"I used to play piano by ear, but now I use my hands.",telljokes
do you have any good jokes to tell,What's the best time to go to the dentist? Tooth-hurty!,telljokes
do you have any good jokes to tell,Why don't skeletons fight each other? They don't have the guts!,telljokes
do you have any good jokes to tell,What did one wall say to the other wall? I'll meet you at the corner!,telljokes
do you have any good jokes to tell,Why don't eggs tell jokes? Because they might crack up!,telljokes
do you have any good jokes to tell,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
do you have any good jokes to tell,What do you call a bear with no teeth? A gummy bear!,telljokes
do you have any good jokes to tell,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
do you have any good jokes to tell,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
do you have any good jokes to tell,"What did the grape say when it got stepped on? Nothing, it just let out a little wine!",telljokes
do you have any good jokes to tell,Why don't melons get married? Because they can't elope!,telljokes
do you have any good jokes to tell,What do you call a snowman with a six-pack? An abdominal snowman!,telljokes
do you have any good jokes to tell,Why did the bicycle fall over? Because it was two-tired!,telljokes
do you have any good jokes to tell,"What did the left eye say to the right eye? Between you and me, something smells!",telljokes
do you have any good jokes to tell,How do you organize a space party? You planet!,telljokes
do you have any good jokes to tell,Why did the tomato turn red? Because it saw the salad dressing!,telljokes
do you have any good jokes to tell,What do you call fake spaghetti? An impasta!,telljokes
do you have any good jokes to tell,Why don't skeletons fight each other? They don't have the guts!,telljokes
do you have any good jokes to tell,Why did the golfer bring two pairs of pants? In case he got a hole in one!,telljokes
do you have any good jokes to tell,What do you call a bear with no ears? B!,telljokes
do you have any good jokes to tell,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
do you have any good jokes to tell,What do you call a fake noodle? An impasta!,telljokes
do you have any good jokes to tell,Why don't scientists trust atoms? Because they make up everything!,telljokes
do you have any good jokes to tell,Why don't skeletons fight each other? They don't have the guts!,telljokes
do you have any good jokes to tell,What do you get if you cross a snowman and a vampire? Frostbite!,telljokes
do you have any good jokes to tell,What did the buffalo say to his son when he left for college? Bison!,telljokes
do you have any good jokes to tell,Why don't eggs tell jokes? Because they might crack up!,telljokes
do you have any good jokes to tell,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
do you have any good jokes to tell,Why don't skeletons fight each other? They don't have the guts!,telljokes
do you have any good jokes to tell,Why did the scarecrow win an award? Because he was outstanding in his field!,telljokes
do you have any good jokes to tell,What do you call a bear with no teeth? A gummy bear!,telljokes
do you have any good jokes to tell,Why don't seagulls fly over the bay? Because then they'd be bagels!,telljokes
do you have any good jokes to tell,"What did one hat say to the other hat? You stay here, I'll go on ahead!",telljokes
